Occupation,Job Zone,Code,Synonyms
fiscal economist,,,[]
fiscal officer,,,[]
fish agent,,,[]
fish bin tender,,,[]
fish boning machine feeder,,,[]
fish butcher,,,[]
fish checker,,,[]
fish chopper gang knife,,,[]
fish cleaner,,,[]
fish conservationist,,,[]
fish culturist,,,[]
fish cutter,,,[]
fish cutting machine operator,,,[]
fish dressing machine feeder,,,[]
fish drier,,,[]
fish egg packer,,,[]
fish farmer,,,[]
fish filleter,,,[]
fish flipper,,,[]
fish hatchery laborer or worker,,,[]
fish hatchery manager,,,[]
fish header,,,[]
fish liver sorter,,,[]
fish machine feeder,,,[]
fish net maker,,,[]
fish net stringer,,,[]
fish packer,,,[]
fish peddler,,,[]
fish pitcher,,,[]
fish protector,,,[]
fish receiver,,,[]
fish rod maker,,,[]
fish salter,,,[]
fish seiner,,,[]
fish skinning machine feeder,,,[]
fish smoker,,,[]
fish straightener,,,[]
fish technologist,,,[]
fish tender,,,[]
fish trapper,,,[]
fish warden,,,[]
fisher,,,"['black cat', 'fisher', 'fisherman', 'fisher cat', 'Martes pennanti', 'pekan']"
fisher diving,,,[]
fisher line,,,[]
fisher net,,,[]
fisher pot,,,[]
fisher spear,,,[]
fisher terrapin,,,[]
fisher weir,,,[]
fisheries professor,,,[]
fisherman,,,"['fisher', 'fisherman']"
fishery biologist,,,[]
fishing boat captain,,,[]
fishing guide,,,[]
fishing line winding machine operator,,,[]
fishing rod marker,,,[]
fishing tool operator,,,[]
fitness club manager,,,[]
fitness plan coordinator,,,[]
fitness trainer,,,[]
fitter gas,,,[]
fitter machine,,,[]
fitter seamstress,,,[]
fitter structural metal,,,[]
fitter structural steel,,,[]
fitter tailor,,,[]
fitter up,,,[]
fitting room checker,,,[]
fittings finisher,,,[]
fixed capital clerk,,,[]
fixer exc machine,,,[]
fixer machine,,,[]
fixer,,,"['influence peddler', 'mender', 'methadon', 'dolophine hydrochloride', 'fixer', 'fixing agent', 'repairer', 'methadone hydrochloride', 'synthetic heroin', 'methadone']"
fixture builder,,,[]
fixture maker,,,[]
fixture relamper,,,[]
flag car driver,,,[]
flag decorator,,,[]
flag maker,,,[]
flag signalman,,,[]
flagger,,,[]
flagman,,,[]
flagstone layer,,,[]
flake cutter operator,,,[]
flaker,,,[]
flaker operator,,,[]
flaking roll operator,,,[]
flame annealing machine setter,,,[]
flame burner,,,[]
flame channeler,,,[]
flame cutter,,,[]
flame degreaser,,,[]
flame hardener,,,[]
flame hardening machine operator,,,[]
flame hardening machine setter,,,[]
flamer,,,[]
flange machine operator,,,[]
flange turner,,,[]
flanger,,,[]
flap curer,,,[]
flap maker,,,[]
flap presser,,,[]
flapper,,,['flapper']
flare maker,,,[]
flare man,,,[]
flaring machine operator,,,[]
flash drier operator,,,[]
flash welder,,,[]
flask carrier,,,[]
flask cleaner,,,[]
flask fitter,,,[]
flask handler,,,[]
flask maker,,,[]
flask pusher,,,[]
flat bed operator,,,[]
flat examiner,,,[]
flat finisher,,,[]
flat ironer,,,[]
flat lock machine operator,,,[]
flat lock operator,,,[]
flat locker,,,[]
flat machine cutter,,,[]
flat polisher,,,[]
flat screen worker,,,[]
flat sorting machine clerk,,,[]
flat surfacer,,,[]
flatcar whacker,,,[]
flattening press operator,,,[]
flatware maker,,,[]
flatwork finisher,,,[]
flatwork ironer,,,[]
flatwork presser,,,[]
flavor extractor,,,[]
flavor room worker,,,[]
flavor technician,,,[]
flavorer,,,"['flavorer', 'seasoning', 'flavoring', 'flavourer', 'flavouring', 'seasoner']"
fleece tier,,,[]
fleet service clerk,,,[]
flesher,,,[]
fleshing machine operator,,,[]
fletcher,,,"['Fletcher', 'John Fletcher']"
flex o writer operator,,,[]
flexboard operator,,,[]
flexographic press set up operator,,,[]
flight agent,,,[]
flight analyst,,,[]
flight attendant ramp,,,[]
flight communications officer,,,[]
flight control specialist,,,[]
flight crew scheduler,,,[]
flight crew time clerk,,,[]
flight data technician,,,[]
flight director,,,[]
flight dispatcher,,,[]
flight dynamicist,,,[]
flight hostess,,,[]
flight information expediter,,,[]
flight nurse,,,[]
flight operation coordinator,,,[]
flight operations coordinator,,,[]
flight operations specialist,,,[]
flight paramedic,,,[]
flight purser,,,[]
flight radio officer,,,[]
flight radio operator,,,[]
flight security specialist,,,[]
flight service agent,,,[]
flight service manager,,,[]
flight service specialist,,,[]
flight steward,,,[]
flight superintendent,,,[]
flight surgeon,,,[]
flipper,,,"['fin', 'flipper']"
flipping machine operator,,,[]
float operator,,,[]
float tender,,,[]
floater,,,"['drifter', 'spots', 'vagrant', 'floating policy', 'vagabond', 'muscae volitantes', 'musca volitans', 'floater']"
floatman,,,[]
flocker,,,[]
floor attendant,,,[]
floor broker,,,[]
floor cashier,,,[]
floor cleaner,,,[]
floor clerk,,,[]
floor coverer,,,[]
floor coverings,,,[]
floor finisher,,,[]
floor grinder,,,[]
floor layer carpet,,,[]
floor layer hardwood,,,[]
floor layer linoleum,,,[]
floor layer tile,,,[]
floor layer,,,[]
floor liquid,,,[]
floor molder,,,[]
floor polisher,,,[]
floor refinisher,,,[]
floor renovator,,,[]
floor sander,,,[]
floor sanding machine operator,,,[]
floor scraper,,,[]
floor scrubber,,,[]
floor service worker spring,,,[]
floor space allocator,,,[]
floor surfacer,,,[]
floor sweeper,,,[]
floor waxer,,,[]
floorhand,,,[]
flooring machine operator,,,[]
floorperson auto service station,,,[]
floorperson body shop,,,[]
floorperson hotel casino,,,[]
floorperson machine feeder,,,[]
floorperson material handler,,,[]
floorperson messenger,,,[]
floorperson sewing machine operator,,,[]
floorperson slot machine department,,,[]
floorperson stock handler,,,[]
floorperson supervising,,,[]
floorperson well service,,,[]
floorperson,,,[]
floorwalker,,,"['floorwalker', 'shopwalker']"
floral decorator,,,[]
floral designer,,,[]
floriculturist,,,[]
florist,,,"['florist shop', 'florist', 'flower store']"
florist designer,,,[]
florists decorator,,,[]
flosser,,,[]
flotation operator,,,[]
flotation tank operator,,,[]
flour blender,,,[]
flour broker,,,[]
flour mixer,,,[]
flour tester,,,[]
flour worker,,,[]
flow worker,,,[]
flower arranger,,,[]
flower cheniller,,,[]
flower cutter,,,[]
flower gardener,,,[]
flower grader,,,[]
flower maker,,,[]
flower picker,,,[]
flower planter,,,[]
flower planter groundskeeper,,,[]
flower stripper,,,[]
flue blower,,,[]
flue cleaner,,,[]
flue gas analyst,,,[]
fluid dynamicist,,,[]
fluid pump operator,,,[]
flume tender,,,[]
flume worker,,,[]
flumer,,,[]
fluorescent solution mixer,,,[]
fluoroscope operator,,,[]
flusher,,,[]
flute grinder,,,[]
flute polisher,,,[]
flux mixer,,,[]
flux plant operator,,,[]
flux tube attendant,,,[]
fluxer,,,[]
fly boy,,,[]
fly finisher,,,[]
fly frame tender,,,[]
fly maker,,,[]
fly man,,,[]
fly tier,,,[]
flyer,,,"['bill', 'flier', 'handbill', 'broadside', 'aeronaut', 'aviator', 'throwaway', 'airman', 'flyer', 'broadsheet', 'circular']"
flyer builder,,,[]
flyer maker,,,[]
flying instructor,,,[]
flying shear operator,,,[]
flying squad worker,,,[]
foam charger,,,[]
foam gun operator,,,[]
foam machine operator,,,[]
foam rubber curer,,,[]
foamite mixer,,,[]
focuser,,,[]
focusing machine operator,,,[]
foil operator,,,[]
foil spinner,,,[]
foil spooler,,,[]
foil wrapper,,,[]
foiling machine adjuster,,,[]
foiling machine operator,,,[]
folder machine operator,,,[]
folder operator,,,[]
folder seamer,,,[]
folder,,,"['folder', 'leaflet', 'booklet', 'brochure', 'pamphlet']"
folding machine feeder,,,[]
folding machine operator,,,[]
folding machine setter,,,[]
follow up clerk,,,[]
food adviser,,,[]
food aide,,,[]
food bagging machine operator,,,[]
food broker,,,[]
food cart attendant,,,[]
food checker,,,[]
food checker cashier,,,[]
food checker check out food at cash register,,,[]
food checker exc cashier,,,[]
food checking machine operator,,,[]
food chemist,,,[]
food consultant,,,[]
food controller,,,[]
food cooking machine operator,,,[]
food counselor,,,[]
food counter worker,,,[]
food demonstrator,,,[]
food handler,,,[]
food laboratory,,,[]
food mobile driver,,,[]
food order expediter,,,[]
food preparer,,,[]
food processing chemist,,,[]
food processor,,,[]
food quality control technician,,,[]
food quality technician,,,[]
food runner exc restaurant,,,[]
food runner restaurant,,,[]
food safety scientist,,,[]
food sales clerk,,,[]
food scientist,,,[]
food selector,,,[]
food server cafeteria,,,[]
food server fast food,,,[]
food server kitchen,,,[]
food server outside,,,[]
food server,,,[]
food service agent,,,[]
food service driver,,,[]
food service supervisor,,,[]
food service worker exc hospital,,,[]
food service worker hospital,,,[]
food tabulator cafeteria,,,[]
food tester,,,[]
food vendor mobile,,,[]
food vendor street,,,[]
foot caster,,,[]
foot doctor,,,[]
foot drill operator,,,[]
foot gatherer,,,[]
foot orthopedist,,,[]
foot physician,,,[]
foot press operator,,,[]
foot roentgenologist,,,[]
foot setter,,,[]
foot specialist,,,[]
foot surgeon,,,[]
foot tender,,,[]
foot worker,,,[]
football player,,,[]
footer,,,"['footer', 'footnote', 'walker', 'pedestrian']"
footman,,,['footman']
footwear machinery instructor,,,[]
forcer maker,,,[]
forder operator,,,[]
forecaster,,,"['forecaster', 'predictor', 'prognosticator', 'soothsayer']"
foreclosure clerk,,,[]
foreign banknote teller trader,,,[]
foreign claims adjustor or developer,,,[]
foreign clerk,,,[]
foreign exchange clerk,,,[]
foreign exchange dealer,,,[]
foreign exchange position clerk,,,[]
foreign service officer,,,[]
foreman,,,"['gaffer', 'foreman', 'boss', 'chief', 'honcho']"
forensic pathologist,,,[]
forensic psychiatrist,,,[]
forensic psychologist,,,[]
forensic scientist,,,[]
forensic social worker,,,[]
foreperson,,,['foreperson']
forest aide,,,[]
forest ecologist,,,[]
forest ecology professor,,,[]
forest economist,,,[]
forest examiner,,,[]
forest fire control officer,,,[]
forest fire fighter,,,[]
forest fire officer,,,[]
forest pathologist,,,[]
forest products gatherer,,,[]
forester aide,,,[]
forester bachelors degree or higher,,,[]
forestry aide,,,[]
forestry consultant,,,[]
forestry hunter,,,[]
forestry laborer,,,[]
forestry scientist,,,[]
forewoman,,,"['forewoman', 'forelady']"
forge hand,,,[]
forge heater,,,[]
forge operator,,,[]
forge tender,,,[]
forger,,,"['counterfeiter', 'forger']"
forgesmith,,,[]
forging machine hand,,,[]
forging machine operator,,,[]
forging press operator,,,[]
forging roll operator,,,[]
fork operator,,,[]
fork truck driver,,,[]
forker,,,[]
forklift driver,,,[]
forklift mechanic,,,[]
forklift technician,,,[]
forklift truck operator,,,[]
form builder,,,[]
form coverer,,,[]
form designer,,,[]
form grader,,,[]
form layer,,,[]
form maker,,,[]
form man,,,[]
form presser,,,[]
form raiser,,,[]
form setter,,,[]
form stripper,,,[]
form tamper,,,[]
form tamper operator,,,[]
formation testing operator,,,[]
former hand,,,[]
forming machine adjusting,,,[]
forming machine operator,,,[]
forming press operator,,,[]
forming process worker,,,[]
forming roll operator,,,[]
forming tube selector,,,[]
forms analyst,,,[]
forms designer,,,[]
forms examiner,,,[]
formstone fitter,,,[]
formula maker,,,[]
formula mixer,,,[]
formula weigher,,,[]
formulator,,,[]
forwarder,,,[]
foster care worker,,,[]
foster grandparent,,,[]
foster mother,,,[]
foster parent,,,[]
foster winder,,,[]
foul judge sports activities,,,[]
found clerk,,,[]
foundation digger,,,[]
foundation director,,,[]
foundation drill operator,,,[]
foundation maker,,,[]
foundry hand,,,[]
foundry metallurgist,,,[]
foundry coremaker,,,[]
foundry mold assembly worker,,,[]
foundry tender,,,[]
foundry worker,,,[]
fountain attendant,,,[]
fountain clerk,,,[]
fountain dispenser,,,[]
fountain jerk,,,[]
fountain server,,,[]
fountain waitress,,,[]
four corner former machine operator,,,[]
four h agent,,,[]
four slide machine setter,,,[]
four slide operator,,,[]
fourchette sewer,,,[]
fourdrinier machine tender,,,[]
fourdrinier operator,,,[]
fourdrinier tender,,,[]
fourdrinier wire weaver,,,[]
fourth hand,,,[]
fourth mate,,,[]
fourth officer,,,[]
fox raiser,,,[]
foxer,,,[]
foxing closer,,,[]
fractionating still operator,,,[]
fracturing derrick operator,,,[]
fracturing rotary drill operator,,,[]
frame bander,,,[]
frame builder,,,[]
frame changer,,,[]
frame coverer,,,[]
frame expander,,,[]
frame feeder,,,[]
frame fixer,,,[]
frame hand,,,[]
frame operator,,,[]
frame polisher,,,[]
frame runner,,,[]
frame spinner,,,[]
frame straightener,,,[]
frame stripper,,,[]
frame stylist,,,[]
frame table operator,,,[]
frame tender,,,[]
frame trimmer,,,[]
frame wirer central office,,,[]
frameman,,,[]
framer,,,['framer']
framing consultant,,,[]
fraternity house cook,,,[]
fraud investigator,,,[]
frazer,,,"['James George Frazer', 'Frazer', 'Sir James George Frazer']"
freak,,,"['junky', 'monster', 'addict', 'monstrosity', 'lusus naturae', 'freak', 'nut', 'junkie']"
free lance artist,,,[]
free lance model,,,[]
free lance musician,,,[]
free lance writer,,,[]
freeholder,,,['freeholder']
freezer machine operator,,,[]
freezer operator,,,[]
freezer tunnel operator,,,[]
freezer unloader,,,[]
freezer worker,,,[]
freezing machine operator,,,[]
freezing room worker,,,[]
freight adjuster,,,[]
freight agent,,,[]
freight booker,,,[]
freight brakeman,,,[]
freight breaker,,,[]
freight broker,,,[]
freight caller,,,[]
freight car builder,,,[]
freight car cleaner,,,[]
freight car loader,,,[]
freight checker,,,[]
freight claim investigator,,,[]
freight clerk,,,[]
freight conductor,,,[]
freight dispatcher,,,[]
freight elevator erector,,,[]
freight elevator operator,,,[]
freight handler,,,[]
freight hustler,,,[]
freight loader,,,[]
freight rate clerk,,,[]
freight rate specialist,,,[]
freight receiver,,,[]
freight representative,,,[]
freight router,,,[]
freight separator,,,[]
freight service inspector,,,[]
freight shipping agent,,,[]
freight solicitor,,,[]
freight sorter,,,[]
freight tallier,,,[]
freight trucker,,,[]
freight unloader,,,[]
freight weigher,,,[]
french binder,,,[]
french comber,,,[]
french cord binder,,,[]
french drawer,,,[]
french folder,,,[]
french folding machine operator,,,[]
french pastry cook,,,[]
french weaver,,,[]
frequency checker,,,[]
fresco artist,,,[]
friction paint machine tender,,,[]
friction saw operator,,,[]
friend of the court,,,[]
frier,,,"['pullet', 'frier', 'fryer']"
fringe knotter,,,[]
fringe maker,,,[]
fringe weaver,,,[]
fringer,,,[]
fringing machine operator,,,[]
frit burner,,,[]
frit maker,,,[]
frit mixer,,,[]
frog catcher,,,[]
frog farmer,,,[]
front attendant,,,[]
front clerk,,,[]
front desk clerk bowling or skating,,,[]
front desk clerk hotel or motel,,,[]
front desk clerk,,,[]
front desk receptionist,,,[]
front edger,,,[]
front end alignment specialist,,,[]
front end loader operator,,,[]
front end specialist,,,[]
front facer,,,[]
front maker,,,[]
front man,,,[]
frothing machine operator,,,[]
frozen food selector,,,[]
frozen meat cutter,,,[]
frozen pie maker,,,[]
frozen yogurt maker,,,[]
fruit buyer,,,[]
fruit checker,,,[]
fruit culler,,,[]
fruit cutter,,,[]
fruit dryer,,,[]
fruit dumper,,,[]
fruit express agent,,,[]
fruit farmer,,,[]
fruit grader,,,[]
fruit grower,,,[]
fruit harvester exc machine operator,,,[]
fruit harvester machine operator,,,[]
fruit loader exc machine operator,,,[]
fruit loader machine operator,,,[]
fruit packer,,,[]
fruit parer,,,[]
fruit peeler,,,[]
fruit picker machine operator,,,[]
fruit pitter,,,[]
fruit preserver,,,[]
fruit press operator,,,[]
fruit raiser,,,[]
fruit rancher,,,[]
fruit receiver,,,[]
fruit room hand,,,[]
fruit shipper,,,[]
fruit sorter,,,[]
fruit sprayer,,,[]
fruit tester,,,[]
fruit thinner,,,[]
fruit thinner machine operator,,,[]
fruit trimmer,,,[]
fruit vendor,,,[]
fruit washer,,,[]
fruit worker,,,[]
fry cook,,,[]
fryline attendant,,,[]
fudger,,,[]
fuel agent,,,[]
fuel buyer,,,[]
fuel cell binder,,,[]
fuel cell builder,,,[]
fuel distribution system operator,,,[]
fuel house attendant,,,[]
fuel injection servicer,,,[]
fuel oil clerk,,,[]
fuel oil truck driver,,,[]
fuel system maintenance worker,,,[]
fuel truck driver,,,[]
fueler,,,[]
full pants operator,,,[]
fuller,,,"['Melville W. Fuller', 'R. Buckminster Fuller', 'fuller', 'Buckminster Fuller', 'Fuller', 'Richard Buckminster Fuller', 'Melville Weston Fuller']"
